year,month,day,RMM1,RMM2,phase,amplitude
1984,8,7,1.1283500,1.4466000,6,1.8346100
1984,8,8,1.0143100,1.5211400,6,1.8283000
1984,8,9,1.0717500,1.7359500,6,2.0401499
1984,8,10,1.1684999,2.1669600,6,2.4619300
1984,8,11,1.0980901,2.0372701,6,2.3143599
1984,8,12,0.86106902,2.2996199,6,2.4555399
1984,8,13,0.62370199,2.3460801,6,2.4275701
1984,8,14,0.57243198,2.1875000,6,2.2611599
1984,8,15,0.65894598,1.8706100,6,1.9832799
1984,8,16,0.64051199,1.6499400,6,1.7699000
1984,8,17,0.86840397,1.4056200,6,1.6522400
1984,8,18,0.95134097,1.0568100,6,1.4219300
1984,8,19,0.91834903,0.67714900,5,1.1410100
1984,8,20,0.78274900,0.66254902,5,1.0255100
1984,8,21,0.78555298,0.66765600,5,1.0309500
1984,8,22,0.68295097,1.1250300,6,1.3161000
1984,8,23,0.56311703,1.4920599,6,1.5947900
1984,8,24,0.48020899,1.7102500,6,1.7763900
1984,8,25,0.52421898,1.6555001,6,1.7365201
1984,8,26,0.38261801,1.4068900,6,1.4579901
1984,8,27,9.37668011E-02,1.4502000,6,1.4532300
1984,8,28,-0.18569000,1.1595100,7,1.1742800
1984,8,29,-0.19188000,0.84655303,7,0.86802602
1984,8,30,-0.22646999,0.29549801,7,0.37229800
1984,8,31,-0.30070001,-3.18274014E-02,1,0.30237800
1984,9,1,-0.26607999,-0.31062999,2,0.40901101
1984,9,2,-0.30366001,-0.38587001,2,0.49103001
1984,9,3,-0.18099999,-0.32416999,2,0.37127501
1984,9,4,-0.25279000,-0.15739000,1,0.29777899
1984,9,5,-0.42482999,-0.25375000,1,0.49484399
1984,9,6,-0.60859001,-0.35262999,1,0.70336598
1984,9,7,-0.73101002,-0.18336999,1,0.75365901
1984,9,8,-1.0512100,2.38211006E-02,8,1.0514801
1984,9,9,-1.1578900,0.27989599,8,1.1912400
1984,9,10,-1.2141000,0.67024201,8,1.3868099
1984,9,11,-1.3587800,0.82140702,8,1.5877600
1984,9,12,-1.3377399,1.1155200,8,1.7418200
1984,9,13,-1.3207099,1.0944400,8,1.7152500
1984,9,14,-1.2779800,1.2966000,7,1.8205600
1984,9,15,-1.6576000,1.7602100,7,2.4178400
1984,9,16,-1.7288899,1.8005199,7,2.4961801
1984,9,17,-1.4904400,1.4149300,8,2.0551000
1984,9,18,-1.2117400,0.88062298,8,1.4979300
1984,9,19,-1.4133000,0.43186200,8,1.4778100
1984,9,20,-1.4207100,0.32948399,8,1.4584200
1984,9,21,-1.1400200,0.18142299,8,1.1543601
1984,9,22,-0.80460000,0.14665800,8,0.81785798
1984,9,23,-0.41833001,-0.13135000,1,0.43846601
1984,9,24,-6.67610988E-02,-0.32652000,2,0.33327600
1984,9,25,2.82923002E-02,-0.18569000,3,0.18783399
1984,9,26,0.24749400,-0.15287000,4,0.29089999
1984,9,27,0.52806002,-2.66248006E-02,4,0.52873099
1984,9,28,0.65327501,4.10480984E-02,5,0.65456402
1984,9,29,0.89354199,0.19443700,5,0.91445202
1984,9,30,1.1029700,0.33499700,5,1.1527200
1984,10,1,0.94527900,0.27401501,5,0.98419398
1984,10,2,0.81906402,0.35686100,5,0.89342898
1984,10,3,0.69717699,0.16674399,5,0.71683902
1984,10,4,0.84293997,0.12862100,5,0.85269600
1984,10,5,0.68035299,4.46786992E-02,5,0.68181801
1984,10,6,0.65080202,9.60189998E-02,5,0.65784699
1984,10,7,0.78481299,-6.07828014E-02,4,0.78716302
1984,10,8,0.75602502,-0.27548999,4,0.80465299
1984,10,9,0.77252197,-1.41404998E-02,4,0.77265102
1984,10,10,1.0938400,0.47130600,5,1.1910599
1984,10,11,1.1070800,0.80348003,5,1.3679200
1984,10,12,0.74516600,0.71726799,5,1.0342900
1984,10,13,0.21184200,0.90226400,6,0.92680001
1984,10,14,-4.62400988E-02,1.1295900,7,1.1305300
1984,10,15,-0.26611999,1.3393500,7,1.3655300
1984,10,16,-0.37174001,1.2927200,7,1.3451101
1984,10,17,-0.31988999,1.0639100,7,1.1109600
1984,10,18,-0.30987999,0.86659598,7,0.92033499
1984,10,19,-0.47871000,1.1011200,7,1.2006800
1984,10,20,-0.77358001,0.98477101,7,1.2522800
1984,10,21,-0.80410999,1.0479000,7,1.3208600
1984,10,22,-1.0584500,1.1297200,7,1.5480900
1984,10,23,-1.2355200,1.3027700,7,1.7954700
1984,10,24,-1.4207600,1.2205400,8,1.8730400
1984,10,25,-1.1092900,1.4293000,7,1.8092600
1984,10,26,-1.1417600,1.2660800,7,1.7048700
1984,10,27,-1.4486099,0.77452302,8,1.6426700
1984,10,28,-1.8336800,0.50464201,8,1.9018600
1984,10,29,-1.9626100,0.38968900,8,2.0009301
1984,10,30,-2.1912000,0.29237199,8,2.2106199
1984,10,31,-2.4765100,3.75075005E-02,8,2.4767900
1984,11,1,-2.7111900,-0.31064999,1,2.7289200
1984,11,2,-2.7232800,-0.42313001,1,2.7559500
1984,11,3,-2.4175999,-0.55982000,1,2.4815700
1984,11,4,-2.2452099,-0.55901998,1,2.3137500
1984,11,5,-2.2469299,-0.64012003,1,2.3363299
1984,11,6,-2.2345700,-0.82656002,1,2.3825400
1984,11,7,-2.2913899,-0.97241002,1,2.4891901
1984,11,8,-2.2325599,-1.2311600,1,2.5495300
1984,11,9,-2.2546501,-1.4051400,1,2.6566601
1984,11,10,-2.1926100,-1.5827800,1,2.7042000
1984,11,11,-2.1177299,-1.9187800,1,2.8577001
1984,11,12,-1.6318200,-2.0793200,2,2.6431799
1984,11,13,-1.0899400,-2.1711500,2,2.4293699
1984,11,14,-0.59088999,-2.0033801,2,2.0887001
1984,11,15,-0.31294999,-1.9030401,2,1.9286000
1984,11,16,-5.12434989E-02,-1.9409500,2,1.9416300
1984,11,17,0.12733500,-1.7463900,3,1.7510300
1984,11,18,0.26850501,-1.7016701,3,1.7227200
1984,11,19,0.23395699,-1.6695100,3,1.6858300
1984,11,20,0.33569601,-1.5199200,3,1.5565500
1984,11,21,9.41409022E-02,-1.3574899,3,1.3607500
1984,11,22,0.27265000,-1.3786401,3,1.4053500
1984,11,23,7.13242963E-02,-1.4143300,3,1.4161201
1984,11,24,-8.99617001E-02,-1.2301600,2,1.2334501
1984,11,25,-0.43213999,-1.1950200,2,1.2707601
1984,11,26,-0.90441000,-1.4768400,2,1.7317700
1984,11,27,-1.0052201,-1.8397900,2,2.0964999
1984,11,28,-0.53105998,-2.1797900,2,2.2435501
1984,11,29,6.75548986E-02,-2.2941301,3,2.2951300
1984,11,30,0.34877700,-2.1820500,3,2.2097499
1984,12,1,0.67295802,-1.9647900,3,2.0768399
1984,12,2,0.89846998,-1.8180200,3,2.0279200
1984,12,3,1.2948800,-1.6390899,3,2.0888600
1984,12,4,1.3686100,-1.3727100,3,1.9384100
1984,12,5,1.2057199,-1.3041101,3,1.7760800
1984,12,6,1.2321800,-1.1444401,4,1.6816700
1984,12,7,1.2584300,-0.73355001,4,1.4566200
1984,12,8,1.5522900,-0.34040999,4,1.5891800
1984,12,9,1.6237600,-0.40579000,4,1.6737000
1984,12,10,1.4213001,-0.44069999,4,1.4880600
1984,12,11,1.1867501,-0.45524001,4,1.2710700
1984,12,12,1.1649500,-0.29666999,4,1.2021300
1984,12,13,1.0218600,-0.34500000,4,1.0785300
1984,12,14,0.81078500,-0.24586000,4,0.84724200
1984,12,15,0.68820399,5.82669005E-02,5,0.69066602
1984,12,16,0.50953197,0.34180000,5,0.61355501
1984,12,17,0.39856300,0.30966800,5,0.50472403
1984,12,18,0.19266701,0.46982199,6,0.50779200
1984,12,19,-9.20991972E-02,0.49641800,7,0.50488901
1984,12,20,-0.27189001,0.29947001,7,0.40448299
1984,12,21,-0.26181999,7.36235008E-02,8,0.27197200
1984,12,22,-0.23529001,-0.15482999,1,0.28166500
1984,12,23,-0.11088000,-0.23530000,2,0.26011801
1984,12,24,0.15830401,-3.96399982E-02,4,0.16319200
1984,12,25,0.34423301,3.36030982E-02,5,0.34586900
1984,12,26,0.68055803,9.33874995E-02,5,0.68693602
1984,12,27,0.88085401,0.55565101,5,1.0414701
1984,12,28,1.0154901,0.65928102,5,1.2107400
1984,12,29,0.84055001,0.88971502,6,1.2239799
1984,12,30,0.67717701,1.2428100,6,1.4153301
1984,12,31,0.48836100,1.2260000,6,1.3196900
1985,1,1,0.36409000,1.1030500,6,1.1615800
1985,1,2,5.14638983E-02,0.84694701,6,0.84851003
1985,1,3,-8.89784992E-02,0.49998501,7,0.50784099
1985,1,4,-0.10154000,0.48501301,7,0.49552801
1985,1,5,-8.00386965E-02,0.58879101,7,0.59420598
1985,1,6,-0.13934000,0.72962499,7,0.74281198
1985,1,7,-0.31520000,0.80182898,7,0.86155897
1985,1,8,-0.52740997,0.68060499,7,0.86103803
1985,1,9,-0.75573999,0.93211401,7,1.1999900
1985,1,10,-0.93839997,1.1639800,7,1.4951400
1985,1,11,-0.92984998,1.2628400,7,1.5682400
1985,1,12,-1.4820200,1.2751499,8,1.9551001
1985,1,13,-1.5576200,1.1358200,8,1.9277600
1985,1,14,-1.7096200,0.76148301,8,1.8715400
1985,1,15,-1.4422801,0.37882501,8,1.4912000
1985,1,16,-1.0514300,8.84296969E-02,8,1.0551400
1985,1,17,-0.81619000,0.12481400,8,0.82568002
1985,1,18,-0.95352000,0.37970099,8,1.0263400
1985,1,19,-1.3489500,0.72694802,8,1.5323600
1985,1,20,-1.5741700,0.81661701,8,1.7733800
1985,1,21,-2.0689399,0.47318500,8,2.1223600
1985,1,22,-2.4365499,0.14756501,8,2.4410200
1985,1,23,-2.2174101,-0.11185000,1,2.2202201
1985,1,24,-1.8867300,-0.50735003,1,1.9537600
1985,1,25,-1.7238200,-1.0044900,1,1.9951299
1985,1,26,-1.5287700,-1.5083400,1,2.1476099
1985,1,27,-1.2263200,-1.6256100,2,2.0362899
1985,1,28,-1.1353700,-1.9725200,2,2.2759399
1985,1,29,-1.0921201,-1.8930800,2,2.1855099
1985,1,30,-1.0615600,-1.9665101,2,2.2347400
1985,1,31,-0.97850001,-2.4240601,2,2.6141000
1985,2,1,-0.83362001,-2.6897500,2,2.8159599
1985,2,2,-0.51511002,-2.8468699,2,2.8931000
1985,2,3,-3.16537991E-02,-3.2051401,2,3.2052901
1985,2,4,0.41659299,-3.2300100,3,3.2567699
1985,2,5,0.68876898,-3.2132101,3,3.2862000
1985,2,6,0.95110297,-2.9811399,3,3.1291900
1985,2,7,1.2101099,-2.8878701,3,3.1311600
1985,2,8,1.5565000,-2.8598700,3,3.2560000
1985,2,9,2.1935301,-2.8884301,3,3.6269300
1985,2,10,2.4091301,-2.7296200,3,3.6407101
1985,2,11,2.5140400,-2.6781600,3,3.6732700
1985,2,12,2.7758901,-2.5744600,4,3.7859399
1985,2,13,3.2945499,-2.2900701,4,4.0122900
1985,2,14,3.6475599,-1.6804500,4,4.0160398
1985,2,15,3.7341199,-1.2106200,4,3.9254601
1985,2,16,3.9135699,-0.75141001,4,3.9850500
1985,2,17,3.9406099,-0.34476000,4,3.9556601
1985,2,18,3.8646100,0.14681900,5,3.8673999
1985,2,19,3.8844500,0.52487701,5,3.9197500
1985,2,20,3.4050200,0.90369898,5,3.5229001
1985,2,21,2.7511799,1.2509900,5,3.0222499
1985,2,22,1.8448600,1.4439400,5,2.3427501
1985,2,23,1.3272001,1.3162000,5,1.8691900
1985,2,24,0.55835700,1.3773600,6,1.4862300
1985,2,25,0.10418900,1.3813300,6,1.3852500
1985,2,26,0.23275100,1.3429900,6,1.3630100
1985,2,27,0.17727301,1.2048200,6,1.2177900
1985,2,28,0.48506501,1.3275501,6,1.4133900
1985,3,1,0.65729600,1.2845200,6,1.4429300
1985,3,2,1.0194499,1.2562300,6,1.6178300
1985,3,3,1.4915500,1.1440600,5,1.8797899
1985,3,4,1.5142400,1.2557600,5,1.9671900
1985,3,5,1.3029200,1.7055399,6,2.1462700
1985,3,6,0.93449700,2.1030700,6,2.3013501
1985,3,7,0.53480798,2.2416101,6,2.3045299
1985,3,8,-1.54956998E-02,2.4621401,7,2.4621799
1985,3,9,-0.40040001,2.5339000,7,2.5653400
1985,3,10,-0.85354000,2.0576999,7,2.2277000
1985,3,11,-1.1677901,1.6447800,7,2.0171900
1985,3,12,-1.3764100,1.5763299,7,2.0926800
1985,3,13,-1.3915800,1.1883500,8,1.8299400
1985,3,14,-1.2624700,0.80637097,8,1.4980201
1985,3,15,-1.3521301,0.50966901,8,1.4450001
1985,3,16,-1.4271200,0.54983300,8,1.5293700
1985,3,17,-1.1677901,0.49830499,8,1.2696600
1985,3,18,-1.0273600,0.30713099,8,1.0722899
1985,3,19,-1.0136600,0.34458700,8,1.0706300
1985,3,20,-0.92641002,0.13667800,8,0.93643498
1985,3,21,-0.73483002,-4.38060984E-02,1,0.73613602
1985,3,22,-0.56914002,0.17730699,8,0.59611797
1985,3,23,-0.35813001,0.46467599,7,0.58666998
1985,3,24,-0.23626000,0.92006600,7,0.94991601
1985,3,25,-0.13000999,1.1311500,7,1.1386000
1985,3,26,-0.33947000,0.80064499,7,0.86963803
1985,3,27,-0.37661001,0.65681499,7,0.75712800
1985,3,28,-0.65419000,0.49945599,8,0.82305902
1985,3,29,-0.78034002,0.38320300,8,0.86935401
1985,3,30,-0.89288998,7.92270005E-02,8,0.89639503
1985,3,31,-0.83025998,-0.53338999,1,0.98683298
1985,4,1,-0.62629002,-0.73390001,2,0.96480399
1985,4,2,-0.53996003,-0.70494998,2,0.88798600
1985,4,3,-0.46634001,-0.64897001,2,0.79915202
1985,4,4,-0.25351000,-0.85689002,2,0.89359999
1985,4,5,-0.46070001,-0.96986002,2,1.0737200
1985,4,6,-0.27208999,-0.97447002,2,1.0117400
1985,4,7,0.18802300,-0.76484001,3,0.78761399
1985,4,8,0.46000400,-0.79005998,3,0.91422200
1985,4,9,0.62052602,-1.0658000,3,1.2332799
1985,4,10,0.83385903,-1.0574501,3,1.3466700
1985,4,11,1.1172301,-0.97454000,4,1.4825400
1985,4,12,1.3497500,-0.86644000,4,1.6039200
1985,4,13,1.6009700,-1.0461000,4,1.9124399
1985,4,14,1.6727999,-0.70174003,4,1.8140200
1985,4,15,1.7220100,-0.31086999,4,1.7498400
1985,4,16,1.8692400,0.17202701,5,1.8771400
1985,4,17,1.8046401,0.44078100,5,1.8576900
1985,4,18,1.5855100,0.40141600,5,1.6355400
1985,4,19,1.2874800,0.62043601,5,1.4291800
1985,4,20,0.66093701,0.92532098,6,1.1371300
1985,4,21,0.17376100,1.2875100,6,1.2991800
1985,4,22,-3.39622982E-02,1.3624099,7,1.3628300
1985,4,23,-0.35571000,1.2281100,7,1.2785900
1985,4,24,-0.73259002,0.84181601,7,1.1159500
1985,4,25,-0.93842000,0.73930001,8,1.1946599
1985,4,26,-0.85598999,0.55782002,8,1.0217000
1985,4,27,-0.65657997,0.60285300,8,0.89136499
1985,4,28,-0.62089002,0.65130299,7,0.89982998
1985,4,29,-0.34491000,0.74777400,7,0.82348698
1985,4,30,-0.13963000,0.94776398,7,0.95799500
1985,5,1,6.61401972E-02,0.84662402,6,0.84920299
1985,5,2,0.14361501,0.81145102,6,0.82406199
1985,5,3,8.56646001E-02,0.87257397,6,0.87676901
1985,5,4,-0.15481000,0.92733902,7,0.94017202
1985,5,5,-0.39420000,0.77657998,7,0.87090200
1985,5,6,-0.51770002,0.53378600,7,0.74360198
1985,5,7,-0.71806997,0.38165399,8,0.81319398
1985,5,8,-0.84237999,0.17327601,8,0.86001301
1985,5,9,-0.68313998,-9.89853963E-02,1,0.69027299
1985,5,10,-0.66465998,-0.26925999,1,0.71712399
1985,5,11,-0.80378002,-0.27509999,1,0.84955800
1985,5,12,-0.73479003,-0.38200000,1,0.82815498
1985,5,13,-0.16403000,-0.45543000,2,0.48407000
1985,5,14,-0.13202000,-0.73569000,2,0.74744201
1985,5,15,-0.31669000,-0.98970997,2,1.0391400
1985,5,16,-0.37660000,-1.1920800,2,1.2501500
1985,5,17,-0.35633001,-1.1626199,2,1.2160000
1985,5,18,-0.26304999,-1.1489900,2,1.1787100
1985,5,19,-0.10885000,-1.0294501,2,1.0351900
1985,5,20,0.14901800,-1.2014700,3,1.2106800
1985,5,21,0.33061400,-1.2337300,3,1.2772599
1985,5,22,0.51266301,-1.2032400,3,1.3079100
1985,5,23,0.57094401,-1.1026200,3,1.2416700
1985,5,24,0.71909302,-0.93753999,3,1.1815600
1985,5,25,1.0032300,-0.69246000,4,1.2190100
1985,5,26,1.1968600,-0.44125000,4,1.2756100
1985,5,27,1.2322500,-8.08207020E-02,4,1.2349000
1985,5,28,1.0938900,0.37347299,5,1.1558900
1985,5,29,0.95716202,0.59300500,5,1.1259700
1985,5,30,0.84494501,0.67351598,5,1.0805399
1985,5,31,0.71897799,0.87504601,6,1.1325400
1985,6,1,0.67615300,0.78916901,6,1.0392200
1985,6,2,0.32223001,1.0008600,6,1.0514600
1985,6,3,3.51773016E-02,1.1181000,6,1.1186500
1985,6,4,-0.33557999,0.74608701,7,0.81808299
1985,6,5,-0.59077001,0.41520700,8,0.72208703
1985,6,6,-0.68993002,0.22948100,8,0.72709799
1985,6,7,-0.58095002,-0.12356000,1,0.59394002
1985,6,8,-0.20626000,-9.12586004E-02,1,0.22554500
1985,6,9,-1.57699995E-02,-2.13843994E-02,2,2.65704002E-02
1985,6,10,0.49247801,-0.29212999,4,0.57260102
1985,6,11,0.88303500,-0.41563001,4,0.97596002
1985,6,12,1.1438000,-0.45012000,4,1.2291800
1985,6,13,1.2885900,-0.44014001,4,1.3616800
1985,6,14,1.3773100,-0.18815000,4,1.3901000
1985,6,15,1.4953300,-9.09012035E-02,4,1.4980900
1985,6,16,1.5794600,0.19228201,5,1.5911200
1985,6,17,1.7840101,0.37485701,5,1.8229700
1985,6,18,1.7984999,0.29592499,5,1.8226800
1985,6,19,2.1047101,0.32402301,5,2.1294999
1985,6,20,1.9685400,0.61959898,5,2.0637500
1985,6,21,1.6835901,1.1390300,5,2.0327001
1985,6,22,1.7398500,1.2879900,5,2.1647201
1985,6,23,1.5120600,1.4493600,5,2.0945101
1985,6,24,1.1502200,1.4263600,6,1.8323500
1985,6,25,0.85085201,1.7010500,6,1.9019800
1985,6,26,0.38755399,2.1289401,6,2.1639199
1985,6,27,-7.08696991E-02,1.8189600,7,1.8203400
1985,6,28,-0.53218001,1.4223100,7,1.5186100
1985,6,29,-0.75124002,0.94718802,7,1.2089400
1985,6,30,-0.69397002,0.72080803,7,1.0005800
1985,7,1,-0.53245997,0.63048601,7,0.82524401
1985,7,2,-0.34494001,0.38769799,7,0.51893502
1985,7,3,-0.29365000,1.98321007E-02,8,0.29432201
1985,7,4,-0.40441000,-0.11293000,1,0.41988099
1985,7,5,-0.29921001,-0.22101000,1,0.37198201
1985,7,6,-0.54764003,-0.19498000,1,0.58131200
1985,7,7,-0.53961998,-0.24815001,1,0.59394199
1985,7,8,-0.36004999,-0.27627999,1,0.45383501
1985,7,9,-0.18491000,-0.29449001,2,0.34772700
1985,7,10,-0.18815000,-0.21296000,2,0.28417400
1985,7,11,-0.25874001,-5.13520986E-02,1,0.26378599
1985,7,12,-0.38927999,3.57890986E-02,8,0.39091799
1985,7,13,-0.34652001,1.32446000E-02,8,0.34677601
1985,7,14,-0.39667001,1.24594001E-02,8,0.39686999
1985,7,15,-0.71693999,-8.32651034E-02,1,0.72175902
1985,7,16,-0.95630002,-0.22147000,1,0.98160601
1985,7,17,-1.0956600,-0.26229000,1,1.1266100
1985,7,18,-1.4515899,-0.45350999,1,1.5207800
1985,7,19,-1.5797300,-0.62897998,1,1.7003400
1985,7,20,-1.5863000,-0.67308998,1,1.7231899
1985,7,21,-1.2171000,-0.58635002,1,1.3509800
1985,7,22,-1.0607700,-0.34953001,1,1.1168700
1985,7,23,-0.65781999,4.45622988E-02,8,0.65933198
1985,7,24,-0.40283999,0.32782501,8,0.51937199
1985,7,25,-0.12883000,0.48290199,7,0.49979100
1985,7,26,2.15300005E-02,0.63049001,6,0.63085800
1985,7,27,-4.45067994E-02,0.55917299,7,0.56094199
1985,7,28,-0.15624000,0.38739601,7,0.41771501
1985,7,29,-9.46874991E-02,0.41732100,7,0.42792800
1985,7,30,1.21678002E-02,0.35336500,6,0.35357499
1985,7,31,6.17998987E-02,0.34302399,6,0.34854600
1985,8,1,-3.76994982E-02,0.51714998,7,0.51852202
1985,8,2,6.97418023E-03,0.51050901,6,0.51055598
1985,8,3,-0.20589000,0.31066301,7,0.37269601
1985,8,4,-0.35887000,0.17400600,8,0.39883101
1985,8,5,-0.30627999,0.22793899,8,0.38179299
1985,8,6,-0.28683001,0.14002000,8,0.31918299
1985,8,7,-0.15879001,6.25329018E-02,8,0.17066200
1985,8,8,-1.17809996E-02,-0.35497001,2,0.35516101
1985,8,9,2.24930998E-02,-0.52780002,3,0.52827698
1985,8,10,0.52225298,-0.50836003,4,0.72881699
1985,8,11,0.53973597,-0.49994999,4,0.73570698
1985,8,12,0.52038902,-0.34494001,4,0.62432998
1985,8,13,0.47938001,-0.21878999,4,0.52694702
1985,8,14,0.56436902,-0.26201001,4,0.62222099
1985,8,15,0.35771200,-0.24316999,4,0.43254000
1985,8,16,8.72519985E-02,-0.34193000,3,0.35288301
1985,8,17,3.24141011E-02,-0.55464000,3,0.55558503
1985,8,18,-0.17287999,-0.58455002,2,0.60957998
1985,8,19,-4.02441015E-03,-0.43751001,2,0.43752700
1985,8,20,6.75380006E-02,6.36207014E-02,5,9.27845985E-02
1985,8,21,2.06172001E-02,0.43234801,6,0.43283999
1985,8,22,-0.11565000,0.53140402,7,0.54384202
1985,8,23,-0.28257999,0.39021599,7,0.48179001
1985,8,24,-0.34294000,3.69498990E-02,8,0.34492701
1985,8,25,-0.29923999,-0.35508001,2,0.46435601
1985,8,26,6.46230020E-03,-0.58990997,3,0.58994597
1985,8,27,3.43346000E-02,-0.65261000,3,0.65351701
1985,8,28,0.14298201,-0.48469001,3,0.50533497
1985,8,29,0.20852999,-0.54939002,3,0.58763701
1985,8,30,0.38051599,-7.83943981E-02,4,0.38850799
1985,8,31,0.55293602,-0.20690000,4,0.59037900
1985,9,1,0.54082298,-2.53472999E-02,4,0.54141700
1985,9,2,0.19463600,0.18484600,5,0.26842400
1985,9,3,-0.16986001,0.10483100,8,0.19960099
1985,9,4,-8.14165026E-02,-4.10369001E-02,1,9.11737978E-02
1985,9,5,-0.16018000,-0.19839001,2,0.25498599
1985,9,6,-0.40893000,-0.25891000,1,0.48400199
1985,9,7,-0.41804999,-9.53084975E-02,1,0.42878100
1985,9,8,-0.39258000,-0.27568001,1,0.47970599
1985,9,9,-0.37880000,-0.41003999,2,0.55823100
1985,9,10,-0.24954000,-0.35793000,2,0.43633199
1985,9,11,-3.70866992E-02,-0.32971001,2,0.33179200
1985,9,12,0.14933901,-0.22397000,3,0.26919600
1985,9,13,4.41166013E-02,-0.11995000,3,0.12780599
1985,9,14,-0.21253000,-8.62559006E-02,1,0.22937000
1985,9,15,-0.34066001,0.14419299,8,0.36992300
1985,9,16,-0.32490000,0.36326700,7,0.48736599
1985,9,17,-0.37329000,0.25557899,8,0.45240101
1985,9,18,-0.27838999,-4.82539982E-02,1,0.28253901
1985,9,19,-0.45894000,-1.59035008E-02,1,0.45921400
1985,9,20,-0.57261997,-5.10692000E-02,1,0.57489097
1985,9,21,-1.0459900,0.11181600,8,1.0519500
1985,9,22,-1.3332300,0.16629700,8,1.3435600
1985,9,23,-1.1789401,0.39132401,8,1.2421900
1985,9,24,-0.90331000,0.45291901,8,1.0105000
1985,9,25,-0.84394997,0.37985000,8,0.92549503
1985,9,26,-0.74782002,0.13829900,8,0.76050401
1985,9,27,-0.79267001,9.48048979E-02,8,0.79832399
1985,9,28,-0.50291997,-0.10205000,1,0.51316899
1985,9,29,-0.45170000,-0.22947000,1,0.50664002
1985,9,30,-0.64930999,-0.30432999,1,0.71709001
1985,10,1,-0.78785002,-0.49507999,1,0.93049002
1985,10,2,-0.79301000,-0.35567999,1,0.86912602
1985,10,3,-0.53298002,-0.58437002,2,0.79092401
1985,10,4,-0.27890000,-0.80967999,2,0.85636997
1985,10,5,-0.46294999,-0.85213000,2,0.96976203
1985,10,6,-0.39116001,-0.70121002,2,0.80293500
1985,10,7,-0.35264999,-0.64943999,2,0.73900902
1985,10,8,-0.17192000,-0.50326002,2,0.53181201
1985,10,9,4.76609990E-02,-0.31149000,3,0.31511101
1985,10,10,0.17782100,-0.19430000,3,0.26338899
1985,10,11,0.18010500,2.50372998E-02,5,0.18183701
1985,10,12,0.28312001,0.32312399,6,0.42961201
1985,10,13,0.22857900,0.53961498,6,0.58603102
1985,10,14,0.25462401,0.72257799,6,0.76612800
1985,10,15,0.27145901,0.90394098,6,0.94382203
1985,10,16,0.17660800,1.0742500,6,1.0886700
1985,10,17,0.38237101,1.2734500,6,1.3296200
1985,10,18,0.20470101,1.3426600,6,1.3581800
1985,10,19,-1.55822001E-02,1.3202800,7,1.3203700
1985,10,20,-0.37103000,1.2882000,7,1.3405700
1985,10,21,-0.76525003,1.4602700,7,1.6486400
1985,10,22,-1.2654500,1.5441400,7,1.9964300
1985,10,23,-1.6281500,1.4613700,8,2.1877999
1985,10,24,-2.2338500,1.4238800,8,2.6490600
1985,10,25,-2.5314801,1.1756700,8,2.7911601
1985,10,26,-2.6540999,1.0502400,8,2.8543401
1985,10,27,-2.6907899,0.85118902,8,2.8222101
1985,10,28,-2.6820700,0.65903401,8,2.7618501
1985,10,29,-2.7266700,0.38037100,8,2.7530799
1985,10,30,-2.7501400,-0.10280000,1,2.7520599
1985,10,31,-2.6788399,-0.62044001,1,2.7497499
1985,11,1,-2.3314500,-1.1701000,1,2.6085999
1985,11,2,-2.0038099,-1.7300400,1,2.6473200
1985,11,3,-1.7730600,-1.9414400,2,2.6292500
1985,11,4,-1.1481200,-2.0005901,2,2.3066299
1985,11,5,-0.52783000,-2.0925701,2,2.1581099
1985,11,6,3.57809011E-03,-2.0284700,3,2.0284801
1985,11,7,0.22812299,-1.7932200,3,1.8076700
1985,11,8,0.60168701,-1.4232600,3,1.5452100
1985,11,9,1.1552500,-1.4616200,3,1.8630500
1985,11,10,1.3584800,-1.1789200,4,1.7986900
1985,11,11,1.3881100,-0.73329997,4,1.5698900
1985,11,12,1.6647000,-0.40525001,4,1.7133100
1985,11,13,1.6545300,-5.14751002E-02,4,1.6553299
1985,11,14,1.7034500,0.50074703,5,1.7755300
1985,11,15,1.6260600,0.77836603,5,1.8027600
1985,11,16,1.4530200,1.2065300,5,1.8886400
1985,11,17,1.0723701,1.6188600,6,1.9418200
1985,11,18,0.71819502,1.7967200,6,1.9349500
1985,11,19,0.46224600,1.6856400,6,1.7478800
1985,11,20,0.22052699,1.5553000,6,1.5708500
1985,11,21,0.13427600,1.5789100,6,1.5846100
1985,11,22,0.17213100,1.4805900,6,1.4905601
1985,11,23,-0.11111000,1.0473400,7,1.0532200
1985,11,24,-0.14582001,0.84831899,7,0.86076099
1985,11,25,-0.14532000,0.87248302,7,0.88450199
1985,11,26,-0.27186999,0.87841201,7,0.91952300
1985,11,27,-0.17378999,0.67948902,7,0.70136201
1985,11,28,-0.38018000,0.75150400,7,0.84219700
1985,11,29,-0.50462002,0.61365497,7,0.79448700
1985,11,30,-0.73034000,0.33358100,8,0.80291098
1985,12,1,-0.65222001,0.23066500,8,0.69180602
1985,12,2,-0.58662999,0.25761399,8,0.64070600
1985,12,3,-0.32117999,-3.34216990E-02,1,0.32291201
1985,12,4,-7.28238970E-02,-0.11903000,2,0.13954100
1985,12,5,0.16607000,9.02590007E-02,5,0.18901300
1985,12,6,0.31801200,0.44419301,6,0.54629600
1985,12,7,0.31423700,0.69094801,6,0.75904799
1985,12,8,0.21705601,0.77121902,6,0.80118197
